0.1,1,221
0.1,3,220
0.1,5,220
0.1,7,218
0.1,9,219
0.2,1,221
0.2,3,220
0.2,5,220
0.2,7,218
0.2,9,219
0.3,1,221
0.3,3,220
0.3,5,220
0.3,7,218
0.3,9,219
0.4,1,219
0.4,3,220
0.4,5,219
0.4,7,213
0.4,9,213
0.5,1,214
0.5,3,210
0.5,5,188
0.5,7,179
0.5,9,175
0.6,1,206
0.6,3,150
0.6,5,126
0.6,7,116
0.6,9,115
0.7,1,178
0.7,3,96
0.7,5,74
0.7,7,61
0.7,9,60
0.8,1,116
0.8,3,54
0.8,5,36
0.8,7,29
0.8,9,27
0.9,1,63
0.9,3,19
0.9,5,9
0.9,7,8
0.9,9,7
1,1,0
1,3,0
1,5,0
1,7,0
1,9,0
